Country,Region,Year,GDP_pp
Egypt,"Middle East, North Africa, and Greater Arabia",1936-01-01,1429.48
Egypt,"Middle East, North Africa, and Greater Arabia",1941-01-01,1431.23
Egypt,"Middle East, North Africa, and Greater Arabia",1946-01-01,1432.99
Egypt,"Middle East, North Africa, and Greater Arabia",1951-01-01,1426.12
Egypt,"Middle East, North Africa, and Greater Arabia",1956-01-01,1426.57
Egypt,"Middle East, North Africa, and Greater Arabia",1961-01-01,1625.09
Egypt,"Middle East, North Africa, and Greater Arabia",1966-01-01,1879.13
Egypt,"Middle East, North Africa, and Greater Arabia",1971-01-01,2022.67
Egypt,"Middle East, North Africa, and Greater Arabia",1976-01-01,2532.42
Egypt,"Middle East, North Africa, and Greater Arabia",1981-01-01,3272.02
Egypt,"Middle East, North Africa, and Greater Arabia",1986-01-01,3878.43
Egypt,"Middle East, North Africa, and Greater Arabia",1991-01-01,3753.33
Egypt,"Middle East, North Africa, and Greater Arabia",1996-01-01,4043.09
Egypt,"Middle East, North Africa, and Greater Arabia",2001-01-01,4697.57
Egypt,"Middle East, North Africa, and Greater Arabia",2006-01-01,5296.19
Egypt,"Middle East, North Africa, and Greater Arabia",2011-01-01,6037.19
El Salvador,Central America and the Caribbean,1901-01-01,1568.21
El Salvador,Central America and the Caribbean,1906-01-01,1634.2
El Salvador,Central America and the Caribbean,1911-01-01,1702.96
El Salvador,Central America and the Caribbean,1916-01-01,1774.62
El Salvador,Central America and the Caribbean,1921-01-01,1808.24
El Salvador,Central America and the Caribbean,1926-01-01,2102.98
El Salvador,Central America and the Caribbean,1931-01-01,1817.38
El Salvador,Central America and the Caribbean,1936-01-01,1937.73
El Salvador,Central America and the Caribbean,1941-01-01,2112.35
El Salvador,Central America and the Caribbean,1946-01-01,2154.67
El Salvador,Central America and the Caribbean,1951-01-01,2911.2
El Salvador,Central America and the Caribbean,1956-01-01,3346.59
El Salvador,Central America and the Caribbean,1961-01-01,3478.67
El Salvador,Central America and the Caribbean,1966-01-01,4271.86
El Salvador,Central America and the Caribbean,1971-01-01,4370.84
El Salvador,Central America and the Caribbean,1976-01-01,4980.98
El Salvador,Central America and the Caribbean,1981-01-01,4299.26
El Salvador,Central America and the Caribbean,1986-01-01,4109.36
El Salvador,Central America and the Caribbean,1991-01-01,4213.31
El Salvador,Central America and the Caribbean,1996-01-01,5037.56
El Salvador,Central America and the Caribbean,2001-01-01,5332.23
El Salvador,Central America and the Caribbean,2006-01-01,5595.87
El Salvador,Central America and the Caribbean,2011-01-01,5765.7
Equatorial Guinea,Sub-Saharan Africa,1901-01-01,363.76
Equatorial Guinea,Sub-Saharan Africa,1906-01-01,362.83
Equatorial Guinea,Sub-Saharan Africa,1911-01-01,361.91
Equatorial Guinea,Sub-Saharan Africa,1916-01-01,360.98
Equatorial Guinea,Sub-Saharan Africa,1921-01-01,360.06
Equatorial Guinea,Sub-Saharan Africa,1926-01-01,359.14
Equatorial Guinea,Sub-Saharan Africa,1931-01-01,358.23
Equatorial Guinea,Sub-Saharan Africa,1936-01-01,357.31
Equatorial Guinea,Sub-Saharan Africa,1941-01-01,356.4
Equatorial Guinea,Sub-Saharan Africa,1946-01-01,355.49
Equatorial Guinea,Sub-Saharan Africa,1951-01-01,368.45
Equatorial Guinea,Sub-Saharan Africa,1956-01-01,418.34
Equatorial Guinea,Sub-Saharan Africa,1961-01-01,529.99
Equatorial Guinea,Sub-Saharan Africa,1966-01-01,869.18
Equatorial Guinea,Sub-Saharan Africa,1971-01-01,779.61
Equatorial Guinea,Sub-Saharan Africa,1976-01-01,954.17
Equatorial Guinea,Sub-Saharan Africa,1981-01-01,935.92
Equatorial Guinea,Sub-Saharan Africa,1986-01-01,936.05
Equatorial Guinea,Sub-Saharan Africa,1991-01-01,1048.47
Equatorial Guinea,Sub-Saharan Africa,1996-01-01,1684.68
Equatorial Guinea,Sub-Saharan Africa,2001-01-01,7192.38
Equatorial Guinea,Sub-Saharan Africa,2006-01-01,11798.33
Equatorial Guinea,Sub-Saharan Africa,2011-01-01,13603.34
Eritrea,Sub-Saharan Africa,1901-01-01,402.7
Eritrea,Sub-Saharan Africa,1906-01-01,393.57
Eritrea,Sub-Saharan Africa,1911-01-01,384.64
Eritrea,Sub-Saharan Africa,1916-01-01,375.92
Eritrea,Sub-Saharan Africa,1921-01-01,367.39
Eritrea,Sub-Saharan Africa,1926-01-01,359.06
Eritrea,Sub-Saharan Africa,1931-01-01,350.92
Eritrea,Sub-Saharan Africa,1936-01-01,342.96
Eritrea,Sub-Saharan Africa,1941-01-01,335.18
Eritrea,Sub-Saharan Africa,1946-01-01,327.58
Eritrea,Sub-Saharan Africa,1951-01-01,325.28
Eritrea,Sub-Saharan Africa,1956-01-01,353.14
Eritrea,Sub-Saharan Africa,1961-01-01,373.26
Eritrea,Sub-Saharan Africa,1966-01-01,459.13
Eritrea,Sub-Saharan Africa,1971-01-01,500.27
Eritrea,Sub-Saharan Africa,1976-01-01,503.64
Eritrea,Sub-Saharan Africa,1981-01-01,531.04
Eritrea,Sub-Saharan Africa,1986-01-01,491.55
Eritrea,Sub-Saharan Africa,1991-01-01,526.15
Eritrea,Sub-Saharan Africa,1996-01-01,866.1
Eritrea,Sub-Saharan Africa,2001-01-01,775.23
Eritrea,Sub-Saharan Africa,2006-01-01,655.24
Eritrea,Sub-Saharan Africa,2011-01-01,591.22
Estonia,Europe,1901-01-01,1666.31
Estonia,Europe,1906-01-01,1577.07
Estonia,Europe,1911-01-01,1693.89
Estonia,Europe,1916-01-01,1679.97
Estonia,Europe,1921-01-01,1622.98
Estonia,Europe,1926-01-01,2184.3
Estonia,Europe,1931-01-01,2356.71
Estonia,Europe,1936-01-01,2994.32
Estonia,Europe,1941-01-01,2885.83
Estonia,Europe,1946-01-01,2625.02
Estonia,Europe,1951-01-01,3849.55
Estonia,Europe,1956-01-01,4892.9
Estonia,Europe,1961-01-01,5622.1
Estonia,Europe,1966-01-01,6590.55
Estonia,Europe,1971-01-01,7775.29
Estonia,Europe,1976-01-01,8875.97
Estonia,Europe,1981-01-01,9224.17
Estonia,Europe,1986-01-01,10204.68
Estonia,Europe,1991-01-01,9409.45
Estonia,Europe,1996-01-01,8680.18
Estonia,Europe,2001-01-01,12050.17
Estonia,Europe,2006-01-01,18374.14
Estonia,Europe,2011-01-01,18261.74
Ethiopia,Sub-Saharan Africa,1901-01-01,437.12
Ethiopia,Sub-Saharan Africa,1906-01-01,427.83
Ethiopia,Sub-Saharan Africa,1911-01-01,418.73
Ethiopia,Sub-Saharan Africa,1916-01-01,409.82
Ethiopia,Sub-Saharan Africa,1921-01-01,401.11
Ethiopia,Sub-Saharan Africa,1926-01-01,392.58
Ethiopia,Sub-Saharan Africa,1931-01-01,384.23
Ethiopia,Sub-Saharan Africa,1936-01-01,376.06
Ethiopia,Sub-Saharan Africa,1941-01-01,368.06
Ethiopia,Sub-Saharan Africa,1946-01-01,360.23
Ethiopia,Sub-Saharan Africa,1951-01-01,358.12
Ethiopia,Sub-Saharan Africa,1956-01-01,388.79
Ethiopia,Sub-Saharan Africa,1961-01-01,410.94
Ethiopia,Sub-Saharan Africa,1966-01-01,505.48
Ethiopia,Sub-Saharan Africa,1971-01-01,550.77
Ethiopia,Sub-Saharan Africa,1976-01-01,554.48
Ethiopia,Sub-Saharan Africa,1981-01-01,584.64
Ethiopia,Sub-Saharan Africa,1986-01-01,541.17
Ethiopia,Sub-Saharan Africa,1991-01-01,489.83
Ethiopia,Sub-Saharan Africa,1996-01-01,512.79
Ethiopia,Sub-Saharan Africa,2001-01-01,537.42
Ethiopia,Sub-Saharan Africa,2006-01-01,644.19
Ethiopia,Sub-Saharan Africa,2011-01-01,917.48
Fiji,Australia and Oceania,1901-01-01,613.91
Fiji,Australia and Oceania,1906-01-01,623.94
Fiji,Australia and Oceania,1911-01-01,634.14
Fiji,Australia and Oceania,1916-01-01,687.32
Fiji,Australia and Oceania,1921-01-01,777.62
Fiji,Australia and Oceania,1926-01-01,879.77
Fiji,Australia and Oceania,1931-01-01,995.34
Fiji,Australia and Oceania,1936-01-01,1126.1
Fiji,Australia and Oceania,1941-01-01,1274.03
Fiji,Australia and Oceania,1946-01-01,1441.4
Fiji,Australia and Oceania,1951-01-01,1630.75
Fiji,Australia and Oceania,1956-01-01,1844.98
Fiji,Australia and Oceania,1961-01-01,2037.5
Fiji,Australia and Oceania,1966-01-01,1960.75
Fiji,Australia and Oceania,1971-01-01,2657.58
Fiji,Australia and Oceania,1976-01-01,3059.19
Fiji,Australia and Oceania,1981-01-01,3502.68
Fiji,Australia and Oceania,1986-01-01,3197.96
Fiji,Australia and Oceania,1991-01-01,3344.82
Fiji,Australia and Oceania,1996-01-01,3760.19
Fiji,Australia and Oceania,2001-01-01,3905.93
Fiji,Australia and Oceania,2006-01-01,4249.44
Fiji,Australia and Oceania,2011-01-01,4130.12
Finland,Europe,1901-01-01,2248.73
Finland,Europe,1906-01-01,2466.09
Finland,Europe,1911-01-01,2665.1
Finland,Europe,1916-01-01,2601.75
Finland,Europe,1921-01-01,2589.95
Finland,Europe,1926-01-01,3287.25
Finland,Europe,1931-01-01,3546.72
Finland,Europe,1936-01-01,4506.28
Finland,Europe,1941-01-01,4565.98
Finland,Europe,1946-01-01,5061.83
Finland,Europe,1951-01-01,6282.55
Finland,Europe,1956-01-01,7277.78
Finland,Europe,1961-01-01,9150.5
Finland,Europe,1966-01-01,10753.82
Finland,Europe,1971-01-01,13420.39
Finland,Europe,1976-01-01,15610.75
Finland,Europe,1981-01-01,18051.17
Finland,Europe,1986-01-01,20367.55
Finland,Europe,1991-01-01,21581.75
Finland,Europe,1996-01-01,22402.5
Finland,Europe,2001-01-01,27825.53
Finland,Europe,2006-01-01,31684.2
Finland,Europe,2011-01-01,31762.32
France,Europe,1901-01-01,3923.77
France,Europe,1906-01-01,4163.4
France,Europe,1911-01-01,4874.61
France,Europe,1916-01-01,4391.91
France,Europe,1921-01-01,4138.93
France,Europe,1926-01-01,5943.23
France,Europe,1931-01-01,6109.1
France,Europe,1936-01-01,5427.12
France,Europe,1941-01-01,4268.29
France,Europe,1946-01-01,5348.07
France,Europe,1951-01-01,7436.28
France,Europe,1956-01-01,8786.31
France,Europe,1961-01-01,10686.66
France,Europe,1966-01-01,13187.05
France,Europe,1971-01-01,16284.72
France,Europe,1976-01-01,18509.58
France,Europe,1981-01-01,20488.68
France,Europe,1986-01-01,22218.56
France,Europe,1991-01-01,24847.93
France,Europe,1996-01-01,25717.2
France,Europe,2001-01-01,28983.72
France,Europe,2006-01-01,30159.68
France,Europe,2011-01-01,30039.08
Gabon,Sub-Saharan Africa,1901-01-01,551.48
Gabon,Sub-Saharan Africa,1906-01-01,564.53
Gabon,Sub-Saharan Africa,1911-01-01,577.89
Gabon,Sub-Saharan Africa,1916-01-01,682.45
Gabon,Sub-Saharan Africa,1921-01-01,886.47
Gabon,Sub-Saharan Africa,1926-01-01,1151.49
Gabon,Sub-Saharan Africa,1931-01-01,1495.75
Gabon,Sub-Saharan Africa,1936-01-01,1942.92
Gabon,Sub-Saharan Africa,1941-01-01,2523.78
Gabon,Sub-Saharan Africa,1946-01-01,3278.29
Gabon,Sub-Saharan Africa,1951-01-01,4166.22
Gabon,Sub-Saharan Africa,1956-01-01,4833.63
Gabon,Sub-Saharan Africa,1961-01-01,6209.47
Gabon,Sub-Saharan Africa,1966-01-01,8093.55
Gabon,Sub-Saharan Africa,1971-01-01,10478.03
Gabon,Sub-Saharan Africa,1976-01-01,25536.95
Gabon,Sub-Saharan Africa,1981-01-01,16042.76
Gabon,Sub-Saharan Africa,1986-01-01,14768.66
Gabon,Sub-Saharan Africa,1991-01-01,14364.38
Gabon,Sub-Saharan Africa,1996-01-01,14258.12
Gabon,Sub-Saharan Africa,2001-01-01,12787.09
Gabon,Sub-Saharan Africa,2006-01-01,12193.43
Gabon,Sub-Saharan Africa,2011-01-01,13234.18
Gambia,Sub-Saharan Africa,1901-01-01,456.61
Gambia,Sub-Saharan Africa,1906-01-01,457.6
Gambia,Sub-Saharan Africa,1911-01-01,458.59
Gambia,Sub-Saharan Africa,1916-01-01,459.59
Gambia,Sub-Saharan Africa,1921-01-01,460.59
Gambia,Sub-Saharan Africa,1926-01-01,461.59
Gambia,Sub-Saharan Africa,1931-01-01,462.59
Gambia,Sub-Saharan Africa,1936-01-01,463.59
Gambia,Sub-Saharan Africa,1941-01-01,464.6
Gambia,Sub-Saharan Africa,1946-01-01,465.6
Gambia,Sub-Saharan Africa,1951-01-01,481.79
Gambia,Sub-Saharan Africa,1956-01-01,515.46
Gambia,Sub-Saharan Africa,1961-01-01,626.09
Gambia,Sub-Saharan Africa,1966-01-01,733.46
Gambia,Sub-Saharan Africa,1971-01-01,728.45
Gambia,Sub-Saharan Africa,1976-01-01,870.76
Gambia,Sub-Saharan Africa,1981-01-01,765.82
Gambia,Sub-Saharan Africa,1986-01-01,601.56
Gambia,Sub-Saharan Africa,1991-01-01,662.69
Gambia,Sub-Saharan Africa,1996-01-01,645.87
Gambia,Sub-Saharan Africa,2001-01-01,703.96
Gambia,Sub-Saharan Africa,2006-01-01,713.48
Gambia,Sub-Saharan Africa,2011-01-01,739.13
Georgia,Europe,1901-01-01,786.11
Georgia,Europe,1906-01-01,738.24
Georgia,Europe,1911-01-01,786.77
Georgia,Europe,1916-01-01,870.0
Georgia,Europe,1921-01-01,380.0
Georgia,Europe,1926-01-01,671.13
Georgia,Europe,1931-01-01,894.76
Georgia,Europe,1936-01-01,1209.21
Georgia,Europe,1941-01-01,1267.8
Georgia,Europe,1946-01-01,1144.28
Georgia,Europe,1951-01-01,1665.04
Georgia,Europe,1956-01-01,2099.89
Georgia,Europe,1961-01-01,2397.85
Georgia,Europe,1966-01-01,2881.8
Georgia,Europe,1971-01-01,3670.07
Georgia,Europe,1976-01-01,4788.27
Georgia,Europe,1981-01-01,6283.62
Georgia,Europe,1986-01-01,6499.97
Georgia,Europe,1991-01-01,4278.33
Georgia,Europe,1996-01-01,1861.57
Georgia,Europe,2001-01-01,2472.71
Georgia,Europe,2006-01-01,3764.4
Georgia,Europe,2011-01-01,4668.97
Germany,Europe,1901-01-01,4505.8
Germany,Europe,1906-01-01,4946.45
Germany,Europe,1911-01-01,5348.6
Germany,Europe,1916-01-01,4604.93
Germany,Europe,1921-01-01,4829.84
Germany,Europe,1926-01-01,5656.53
Germany,Europe,1931-01-01,5730.09
Germany,Europe,1936-01-01,6984.27
Germany,Europe,1941-01-01,8962.15
Germany,Europe,1946-01-01,3478.75
Germany,Europe,1951-01-01,6599.92
Germany,Europe,1956-01-01,9692.61
Germany,Europe,1961-01-01,12478.83
Germany,Europe,1966-01-01,14731.37
Germany,Europe,1971-01-01,17382.08
Germany,Europe,1976-01-01,19903.97
Germany,Europe,1981-01-01,22202.51
Germany,Europe,1986-01-01,24274.56
Germany,Europe,1991-01-01,26127.06
Germany,Europe,1996-01-01,27336.47
Germany,Europe,2001-01-01,30061.4
Germany,Europe,2006-01-01,31720.47
Germany,Europe,2011-01-01,33895.82
Ghana,Sub-Saharan Africa,1901-01-01,737.87
Ghana,Sub-Saharan Africa,1906-01-01,755.34
Ghana,Sub-Saharan Africa,1911-01-01,773.21
Ghana,Sub-Saharan Africa,1916-01-01,792.55
Ghana,Sub-Saharan Africa,1921-01-01,813.08
Ghana,Sub-Saharan Africa,1926-01-01,834.15
Ghana,Sub-Saharan Africa,1931-01-01,855.76
Ghana,Sub-Saharan Africa,1936-01-01,877.92
Ghana,Sub-Saharan Africa,1941-01-01,900.67
Ghana,Sub-Saharan Africa,1946-01-01,924.0
Ghana,Sub-Saharan Africa,1951-01-01,952.97
Ghana,Sub-Saharan Africa,1956-01-01,1039.12
Ghana,Sub-Saharan Africa,1961-01-01,1167.03
Ghana,Sub-Saharan Africa,1966-01-01,1138.51
Ghana,Sub-Saharan Africa,1971-01-01,1253.21
Ghana,Sub-Saharan Africa,1976-01-01,990.2
Ghana,Sub-Saharan Africa,1981-01-01,960.18
Ghana,Sub-Saharan Africa,1986-01-01,831.21
Ghana,Sub-Saharan Africa,1991-01-01,915.14
Ghana,Sub-Saharan Africa,1996-01-01,984.87
Ghana,Sub-Saharan Africa,2001-01-01,1088.32
Ghana,Sub-Saharan Africa,2006-01-01,1267.57
Ghana,Sub-Saharan Africa,2011-01-01,1657.07
Greece,Europe,1901-01-01,2058.71
Greece,Europe,1906-01-01,2192.68
Greece,Europe,1911-01-01,2335.36
Greece,Europe,1916-01-01,2579.74
Greece,Europe,1921-01-01,2919.83
Greece,Europe,1926-01-01,3342.01
Greece,Europe,1931-01-01,3296.69
Greece,Europe,1936-01-01,3819.78
Greece,Europe,1941-01-01,2936.62
Greece,Europe,1946-01-01,2188.35
Greece,Europe,1951-01-01,3278.15
Greece,Europe,1956-01-01,4333.64
Greece,Europe,1961-01-01,5473.18
Greece,Europe,1966-01-01,7717.14
Greece,Europe,1971-01-01,10842.06
Greece,Europe,1976-01-01,13362.2
Greece,Europe,1981-01-01,14774.0
Greece,Europe,1986-01-01,15791.5
Greece,Europe,1991-01-01,17193.36
Greece,Europe,1996-01-01,17894.05
Greece,Europe,2001-01-01,21585.57
Greece,Europe,2006-01-01,26869.66
Greece,Europe,2011-01-01,23112.04
Greenland,North America,1901-01-01,1066.7
Greenland,North America,1906-01-01,1130.8
Greenland,North America,1911-01-01,1198.75
Greenland,North America,1916-01-01,1372.85
Greenland,North America,1921-01-01,1655.33
Greenland,North America,1926-01-01,1995.93
Greenland,North America,1931-01-01,2406.61
Greenland,North America,1936-01-01,2901.79
Greenland,North America,1941-01-01,3498.86
Greenland,North America,1946-01-01,4218.79
Greenland,North America,1951-01-01,5201.19
Greenland,North America,1956-01-01,7008.71
Greenland,North America,1961-01-01,9444.38
Greenland,North America,1966-01-01,12726.48
Greenland,North America,1971-01-01,17882.75
Greenland,North America,1976-01-01,21780.94
Greenland,North America,1981-01-01,28343.68
Greenland,North America,1986-01-01,27768.54
Greenland,North America,1991-01-01,28095.46
Greenland,North America,1996-01-01,28266.21
Greenland,North America,2001-01-01,33509.28
Greenland,North America,2006-01-01,36172.03
Greenland,North America,2011-01-01,39867.87
Grenada,Central America and the Caribbean,1901-01-01,1080.53
Grenada,Central America and the Caribbean,1906-01-01,1102.87
Grenada,Central America and the Caribbean,1911-01-01,1125.67
Grenada,Central America and the Caribbean,1916-01-01,1148.94
Grenada,Central America and the Caribbean,1921-01-01,1172.69
Grenada,Central America and the Caribbean,1926-01-01,1196.93
Grenada,Central America and the Caribbean,1931-01-01,1221.68
Grenada,Central America and the Caribbean,1936-01-01,1246.93
Grenada,Central America and the Caribbean,1941-01-01,1272.71
Grenada,Central America and the Caribbean,1946-01-01,1299.02
Grenada,Central America and the Caribbean,1951-01-01,1350.79
Grenada,Central America and the Caribbean,1956-01-01,1513.24
Grenada,Central America and the Caribbean,1961-01-01,1695.23
Grenada,Central America and the Caribbean,1966-01-01,1899.11
Grenada,Central America and the Caribbean,1971-01-01,2231.37
Grenada,Central America and the Caribbean,1976-01-01,3209.18
Grenada,Central America and the Caribbean,1981-01-01,3862.08
Grenada,Central America and the Caribbean,1986-01-01,4491.84
Grenada,Central America and the Caribbean,1991-01-01,6057.94
Grenada,Central America and the Caribbean,1996-01-01,6430.85
Grenada,Central America and the Caribbean,2001-01-01,8320.16
Grenada,Central America and the Caribbean,2006-01-01,8737.78
Grenada,Central America and the Caribbean,2011-01-01,8626.45
Guatemala,Central America and the Caribbean,1901-01-01,1303.52
Guatemala,Central America and the Caribbean,1906-01-01,1356.61
Guatemala,Central America and the Caribbean,1911-01-01,1411.86
Guatemala,Central America and the Caribbean,1916-01-01,1469.36
Guatemala,Central America and the Caribbean,1921-01-01,1648.07
Guatemala,Central America and the Caribbean,1926-01-01,1740.36
Guatemala,Central America and the Caribbean,1931-01-01,1932.03
Guatemala,Central America and the Caribbean,1936-01-01,2748.75
Guatemala,Central America and the Caribbean,1941-01-01,3368.07
Guatemala,Central America and the Caribbean,1946-01-01,2387.43
Guatemala,Central America and the Caribbean,1951-01-01,2448.64
Guatemala,Central America and the Caribbean,1956-01-01,2550.95
Guatemala,Central America and the Caribbean,1961-01-01,2733.06
Guatemala,Central America and the Caribbean,1966-01-01,3169.15
Guatemala,Central America and the Caribbean,1971-01-01,3831.07
Guatemala,Central America and the Caribbean,1976-01-01,4621.21
Guatemala,Central America and the Caribbean,1981-01-01,5147.5
Guatemala,Central America and the Caribbean,1986-01-01,4220.98
Guatemala,Central America and the Caribbean,1991-01-01,4358.67
Guatemala,Central America and the Caribbean,1996-01-01,4627.13
Guatemala,Central America and the Caribbean,2001-01-01,4872.04
Guatemala,Central America and the Caribbean,2006-01-01,5034.1
Guatemala,Central America and the Caribbean,2011-01-01,5265.07
Guinea,Sub-Saharan Africa,1901-01-01,438.34
Guinea,Sub-Saharan Africa,1906-01-01,442.51
Guinea,Sub-Saharan Africa,1911-01-01,446.73
Guinea,Sub-Saharan Africa,1916-01-01,450.98
Guinea,Sub-Saharan Africa,1921-01-01,455.28
Guinea,Sub-Saharan Africa,1926-01-01,459.61
Guinea,Sub-Saharan Africa,1931-01-01,463.99
Guinea,Sub-Saharan Africa,1936-01-01,468.41
Guinea,Sub-Saharan Africa,1941-01-01,472.87
Guinea,Sub-Saharan Africa,1946-01-01,477.37
Guinea,Sub-Saharan Africa,1951-01-01,502.27
Guinea,Sub-Saharan Africa,1956-01-01,565.42
Guinea,Sub-Saharan Africa,1961-01-01,650.64
Guinea,Sub-Saharan Africa,1966-01-01,700.53
Guinea,Sub-Saharan Africa,1971-01-01,741.47
Guinea,Sub-Saharan Africa,1976-01-01,873.48
Guinea,Sub-Saharan Africa,1981-01-01,860.19
Guinea,Sub-Saharan Africa,1986-01-01,801.25
Guinea,Sub-Saharan Africa,1991-01-01,797.48
Guinea,Sub-Saharan Africa,1996-01-01,838.4
Guinea,Sub-Saharan Africa,2001-01-01,934.76
Guinea,Sub-Saharan Africa,2006-01-01,949.93
Guinea,Sub-Saharan Africa,2011-01-01,952.28
Guinea-Bissau,Sub-Saharan Africa,1901-01-01,363.97
Guinea-Bissau,Sub-Saharan Africa,1906-01-01,365.17
Guinea-Bissau,Sub-Saharan Africa,1911-01-01,366.38
Guinea-Bissau,Sub-Saharan Africa,1916-01-01,367.6
Guinea-Bissau,Sub-Saharan Africa,1921-01-01,368.81
Guinea-Bissau,Sub-Saharan Africa,1926-01-01,370.03
Guinea-Bissau,Sub-Saharan Africa,1931-01-01,371.26
Guinea-Bissau,Sub-Saharan Africa,1936-01-01,372.49
Guinea-Bissau,Sub-Saharan Africa,1941-01-01,373.72
Guinea-Bissau,Sub-Saharan Africa,1946-01-01,374.96
Guinea-Bissau,Sub-Saharan Africa,1951-01-01,390.83
Guinea-Bissau,Sub-Saharan Africa,1956-01-01,516.5
Guinea-Bissau,Sub-Saharan Africa,1961-01-01,574.7
Guinea-Bissau,Sub-Saharan Africa,1966-01-01,723.48
Guinea-Bissau,Sub-Saharan Africa,1971-01-01,773.81
Guinea-Bissau,Sub-Saharan Africa,1976-01-01,837.67
Guinea-Bissau,Sub-Saharan Africa,1981-01-01,808.75
Guinea-Bissau,Sub-Saharan Africa,1986-01-01,765.22
Guinea-Bissau,Sub-Saharan Africa,1991-01-01,759.66
Guinea-Bissau,Sub-Saharan Africa,1996-01-01,772.64
Guinea-Bissau,Sub-Saharan Africa,2001-01-01,619.45
Guinea-Bissau,Sub-Saharan Africa,2006-01-01,569.58
Guinea-Bissau,Sub-Saharan Africa,2011-01-01,614.42
Guyana,South America,1901-01-01,1552.58
Guyana,South America,1906-01-01,1604.55
Guyana,South America,1911-01-01,1658.27
Guyana,South America,1916-01-01,1756.46
Guyana,South America,1921-01-01,1891.2
Guyana,South America,1926-01-01,2036.29
Guyana,South America,1931-01-01,2192.5
Guyana,South America,1936-01-01,2360.7
Guyana,South America,1941-01-01,2541.81
Guyana,South America,1946-01-01,2736.8
Guyana,South America,1951-01-01,2823.72
Guyana,South America,1956-01-01,2456.42
Guyana,South America,1961-01-01,2236.82
Guyana,South America,1966-01-01,2277.62
Guyana,South America,1971-01-01,2540.96
Guyana,South America,1976-01-01,2859.95
Guyana,South America,1981-01-01,2688.36
Guyana,South America,1986-01-01,2133.58
Guyana,South America,1991-01-01,2077.16
Guyana,South America,1996-01-01,2944.07
Guyana,South America,2001-01-01,3209.76
Guyana,South America,2006-01-01,3386.17
Guyana,South America,2011-01-01,4139.26
Haiti,Central America and the Caribbean,1901-01-01,1134.93
Haiti,Central America and the Caribbean,1906-01-01,1193.28
Haiti,Central America and the Caribbean,1911-01-01,1254.63
Haiti,Central America and the Caribbean,1916-01-01,1319.13
Haiti,Central America and the Caribbean,1921-01-01,1386.94
Haiti,Central America and the Caribbean,1926-01-01,1458.24
Haiti,Central America and the Caribbean,1931-01-01,1533.21
Haiti,Central America and the Caribbean,1936-01-01,1612.03
Haiti,Central America and the Caribbean,1941-01-01,1694.91
Haiti,Central America and the Caribbean,1946-01-01,1759.43
Haiti,Central America and the Caribbean,1951-01-01,1771.24
Haiti,Central America and the Caribbean,1956-01-01,1871.58
Haiti,Central America and the Caribbean,1961-01-01,1673.93
Haiti,Central America and the Caribbean,1966-01-01,1514.23
Haiti,Central America and the Caribbean,1971-01-01,1613.19
Haiti,Central America and the Caribbean,1976-01-01,1880.97
Haiti,Central America and the Caribbean,1981-01-01,2118.88
Haiti,Central America and the Caribbean,1986-01-01,1876.28
Haiti,Central America and the Caribbean,1991-01-01,1716.39
Haiti,Central America and the Caribbean,1996-01-01,1329.43
Haiti,Central America and the Caribbean,2001-01-01,1303.77
Haiti,Central America and the Caribbean,2006-01-01,1181.95
Haiti,Central America and the Caribbean,2011-01-01,1193.87
Honduras,Central America and the Caribbean,1901-01-01,1621.93
Honduras,Central America and the Caribbean,1906-01-01,1727.53
Honduras,Central America and the Caribbean,1911-01-01,1840.01
Honduras,Central America and the Caribbean,1916-01-01,1959.8
Honduras,Central America and the Caribbean,1921-01-01,2027.39
Honduras,Central America and the Caribbean,1926-01-01,2096.58
Honduras,Central America and the Caribbean,1931-01-01,2531.07
Honduras,Central America and the Caribbean,1936-01-01,1833.69
Honduras,Central America and the Caribbean,1941-01-01,1841.12
Honduras,Central America and the Caribbean,1946-01-01,2073.83
Honduras,Central America and the Caribbean,1951-01-01,2175.9
Honduras,Central America and the Caribbean,1956-01-01,2191.2
Honduras,Central America and the Caribbean,1961-01-01,2243.2
Honduras,Central America and the Caribbean,1966-01-01,2489.67
Honduras,Central America and the Caribbean,1971-01-01,2528.59
Honduras,Central America and the Caribbean,1976-01-01,2994.99
Honduras,Central America and the Caribbean,1981-01-01,3287.52
Honduras,Central America and the Caribbean,1986-01-01,2952.67
Honduras,Central America and the Caribbean,1991-01-01,2999.13
Honduras,Central America and the Caribbean,1996-01-01,3094.71
Honduras,Central America and the Caribbean,2001-01-01,3093.68
Honduras,Central America and the Caribbean,2006-01-01,3409.39
Honduras,Central America and the Caribbean,2011-01-01,3572.64
Hungary,Europe,1901-01-01,3262.12
Hungary,Europe,1906-01-01,3557.14
Hungary,Europe,1911-01-01,3873.2
Hungary,Europe,1916-01-01,3661.62
Hungary,Europe,1921-01-01,3349.45
Hungary,Europe,1926-01-01,4120.45
Hungary,Europe,1931-01-01,4322.77
Hungary,Europe,1936-01-01,4989.63
Hungary,Europe,1941-01-01,5004.94
Hungary,Europe,1946-01-01,3279.36
Hungary,Europe,1951-01-01,5135.95
Hungary,Europe,1956-01-01,5537.72
Hungary,Europe,1961-01-01,7272.79
Hungary,Europe,1966-01-01,8854.42
Hungary,Europe,1971-01-01,9982.61
Hungary,Europe,1976-01-01,11035.57
Hungary,Europe,1981-01-01,12102.6
Hungary,Europe,1986-01-01,12767.16
