Country,Region,Year,GDP_pp
Liberia,Sub-Saharan Africa,1991-01-01,658.71
Liberia,Sub-Saharan Africa,1996-01-01,658.47
Liberia,Sub-Saharan Africa,2001-01-01,515.95
Liberia,Sub-Saharan Africa,2006-01-01,401.3
Liberia,Sub-Saharan Africa,2011-01-01,473.33
Libya,"Middle East, North Africa, and Greater Arabia",1901-01-01,1278.55
Libya,"Middle East, North Africa, and Greater Arabia",1906-01-01,1343.93
Libya,"Middle East, North Africa, and Greater Arabia",1911-01-01,1412.64
Libya,"Middle East, North Africa, and Greater Arabia",1916-01-01,1484.87
Libya,"Middle East, North Africa, and Greater Arabia",1921-01-01,1560.8
Libya,"Middle East, North Africa, and Greater Arabia",1926-01-01,1640.6
Libya,"Middle East, North Africa, and Greater Arabia",1931-01-01,1724.49
Libya,"Middle East, North Africa, and Greater Arabia",1936-01-01,1812.66
Libya,"Middle East, North Africa, and Greater Arabia",1941-01-01,1905.35
Libya,"Middle East, North Africa, and Greater Arabia",1946-01-01,2002.77
Libya,"Middle East, North Africa, and Greater Arabia",1951-01-01,2270.25
Libya,"Middle East, North Africa, and Greater Arabia",1956-01-01,3385.73
Libya,"Middle East, North Africa, and Greater Arabia",1961-01-01,5237.93
Libya,"Middle East, North Africa, and Greater Arabia",1966-01-01,17346.19
Libya,"Middle East, North Africa, and Greater Arabia",1971-01-01,24603.66
Libya,"Middle East, North Africa, and Greater Arabia",1976-01-01,20471.58
Libya,"Middle East, North Africa, and Greater Arabia",1981-01-01,18559.06
Libya,"Middle East, North Africa, and Greater Arabia",1986-01-01,12367.27
Libya,"Middle East, North Africa, and Greater Arabia",1991-01-01,10228.75
Libya,"Middle East, North Africa, and Greater Arabia",1996-01-01,9051.46
Libya,"Middle East, North Africa, and Greater Arabia",2001-01-01,9539.9
Libya,"Middle East, North Africa, and Greater Arabia",2006-01-01,11264.16
Libya,"Middle East, North Africa, and Greater Arabia",2011-01-01,4550.15
Liechtenstein,Europe,1901-01-01,3657.27
Liechtenstein,Europe,1906-01-01,3877.04
Liechtenstein,Europe,1911-01-01,4110.01
Liechtenstein,Europe,1916-01-01,4708.45
Liechtenstein,Europe,1921-01-01,5680.35
Liechtenstein,Europe,1926-01-01,6852.86
Liechtenstein,Europe,1931-01-01,8267.4
Liechtenstein,Europe,1936-01-01,9973.91
Liechtenstein,Europe,1941-01-01,12032.68
Liechtenstein,Europe,1946-01-01,14516.41
Liechtenstein,Europe,1951-01-01,17512.82
Liechtenstein,Europe,1956-01-01,21127.74
Liechtenstein,Europe,1961-01-01,25488.83
Liechtenstein,Europe,1966-01-01,30750.12
Liechtenstein,Europe,1971-01-01,35592.91
Liechtenstein,Europe,1976-01-01,46303.49
Liechtenstein,Europe,1981-01-01,42811.79
Liechtenstein,Europe,1986-01-01,45734.84
Liechtenstein,Europe,1991-01-01,53754.55
Liechtenstein,Europe,1996-01-01,65888.93
Liechtenstein,Europe,2001-01-01,81250.68
Liechtenstein,Europe,2006-01-01,88389.53
Liechtenstein,Europe,2011-01-01,90039.05
Lithuania,Europe,1901-01-01,2309.8
Lithuania,Europe,1906-01-01,2186.1
Lithuania,Europe,1911-01-01,2348.03
Lithuania,Europe,1916-01-01,2328.73
Lithuania,Europe,1921-01-01,2249.74
Lithuania,Europe,1926-01-01,3027.84
Lithuania,Europe,1931-01-01,3266.83
Lithuania,Europe,1936-01-01,4150.66
Lithuania,Europe,1941-01-01,4000.28
Lithuania,Europe,1946-01-01,3638.75
Lithuania,Europe,1951-01-01,5336.16
Lithuania,Europe,1956-01-01,6782.43
Lithuania,Europe,1961-01-01,7793.24
Lithuania,Europe,1966-01-01,9135.67
Lithuania,Europe,1971-01-01,10777.94
Lithuania,Europe,1976-01-01,12107.49
Lithuania,Europe,1981-01-01,12249.83
Lithuania,Europe,1986-01-01,13193.73
Lithuania,Europe,1991-01-01,12374.36
Lithuania,Europe,1996-01-01,8182.69
Lithuania,Europe,2001-01-01,10272.37
Lithuania,Europe,2006-01-01,15275.24
Lithuania,Europe,2011-01-01,17693.41
Luxembourg,Europe,1901-01-01,3047.73
Luxembourg,Europe,1906-01-01,3230.87
Luxembourg,Europe,1911-01-01,3425.01
Luxembourg,Europe,1916-01-01,3934.81
Luxembourg,Europe,1921-01-01,4769.43
Luxembourg,Europe,1926-01-01,5781.07
Luxembourg,Europe,1931-01-01,7007.3
Luxembourg,Europe,1936-01-01,8493.62
Luxembourg,Europe,1941-01-01,10295.2
Luxembourg,Europe,1946-01-01,12478.92
Luxembourg,Europe,1951-01-01,13543.17
Luxembourg,Europe,1956-01-01,15697.47
Luxembourg,Europe,1961-01-01,17621.05
Luxembourg,Europe,1966-01-01,19340.04
Luxembourg,Europe,1971-01-01,22667.93
Luxembourg,Europe,1976-01-01,24917.29
Luxembourg,Europe,1981-01-01,26826.66
Luxembourg,Europe,1986-01-01,33355.98
Luxembourg,Europe,1991-01-01,45750.52
Luxembourg,Europe,1996-01-01,49005.59
Luxembourg,Europe,2001-01-01,63932.84
Luxembourg,Europe,2006-01-01,72349.71
Luxembourg,Europe,2011-01-01,69929.44
"Macedonia, FYR",Europe,1901-01-01,1205.92
"Macedonia, FYR",Europe,1906-01-01,1305.37
"Macedonia, FYR",Europe,1911-01-01,1390.83
"Macedonia, FYR",Europe,1916-01-01,1376.24
"Macedonia, FYR",Europe,1921-01-01,1370.39
"Macedonia, FYR",Europe,1926-01-01,1662.47
"Macedonia, FYR",Europe,1931-01-01,1659.06
"Macedonia, FYR",Europe,1936-01-01,1671.3
"Macedonia, FYR",Europe,1941-01-01,1825.23
"Macedonia, FYR",Europe,1946-01-01,1746.38
"Macedonia, FYR",Europe,1951-01-01,2093.81
"Macedonia, FYR",Europe,1956-01-01,2292.05
"Macedonia, FYR",Europe,1961-01-01,3318.1
"Macedonia, FYR",Europe,1966-01-01,4217.55
"Macedonia, FYR",Europe,1971-01-01,5462.13
"Macedonia, FYR",Europe,1976-01-01,6499.5
"Macedonia, FYR",Europe,1981-01-01,8072.0
"Macedonia, FYR",Europe,1986-01-01,8581.89
"Macedonia, FYR",Europe,1991-01-01,7497.53
"Macedonia, FYR",Europe,1996-01-01,6208.04
"Macedonia, FYR",Europe,2001-01-01,6637.34
"Macedonia, FYR",Europe,2006-01-01,7749.5
"Macedonia, FYR",Europe,2011-01-01,8962.53
Madagascar,Sub-Saharan Africa,1901-01-01,634.16
Madagascar,Sub-Saharan Africa,1906-01-01,649.17
Madagascar,Sub-Saharan Africa,1911-01-01,664.53
Madagascar,Sub-Saharan Africa,1916-01-01,711.34
Madagascar,Sub-Saharan Africa,1921-01-01,784.46
Madagascar,Sub-Saharan Africa,1926-01-01,865.1
Madagascar,Sub-Saharan Africa,1931-01-01,954.04
Madagascar,Sub-Saharan Africa,1936-01-01,1052.11
Madagascar,Sub-Saharan Africa,1941-01-01,1160.27
Madagascar,Sub-Saharan Africa,1946-01-01,1279.54
Madagascar,Sub-Saharan Africa,1951-01-01,1413.63
Madagascar,Sub-Saharan Africa,1956-01-01,1560.03
Madagascar,Sub-Saharan Africa,1961-01-01,1638.93
Madagascar,Sub-Saharan Africa,1966-01-01,1581.86
Madagascar,Sub-Saharan Africa,1971-01-01,1812.57
Madagascar,Sub-Saharan Africa,1976-01-01,1547.31
Madagascar,Sub-Saharan Africa,1981-01-01,1364.72
Madagascar,Sub-Saharan Africa,1986-01-01,1163.5
Madagascar,Sub-Saharan Africa,1991-01-01,1058.68
Madagascar,Sub-Saharan Africa,1996-01-01,980.06
Madagascar,Sub-Saharan Africa,2001-01-01,1056.21
Madagascar,Sub-Saharan Africa,2006-01-01,1009.65
Madagascar,Sub-Saharan Africa,2011-01-01,987.71
Malawi,Sub-Saharan Africa,1901-01-01,355.29
Malawi,Sub-Saharan Africa,1906-01-01,355.0
Malawi,Sub-Saharan Africa,1911-01-01,354.71
Malawi,Sub-Saharan Africa,1916-01-01,354.42
Malawi,Sub-Saharan Africa,1921-01-01,354.14
Malawi,Sub-Saharan Africa,1926-01-01,353.85
Malawi,Sub-Saharan Africa,1931-01-01,353.56
Malawi,Sub-Saharan Africa,1936-01-01,353.27
Malawi,Sub-Saharan Africa,1941-01-01,352.99
Malawi,Sub-Saharan Africa,1946-01-01,352.7
Malawi,Sub-Saharan Africa,1951-01-01,360.94
Malawi,Sub-Saharan Africa,1956-01-01,408.52
Malawi,Sub-Saharan Africa,1961-01-01,439.6
Malawi,Sub-Saharan Africa,1966-01-01,463.44
Malawi,Sub-Saharan Africa,1971-01-01,544.85
Malawi,Sub-Saharan Africa,1976-01-01,649.7
Malawi,Sub-Saharan Africa,1981-01-01,645.55
Malawi,Sub-Saharan Africa,1986-01-01,656.77
Malawi,Sub-Saharan Africa,1991-01-01,630.14
Malawi,Sub-Saharan Africa,1996-01-01,685.08
Malawi,Sub-Saharan Africa,2001-01-01,667.79
Malawi,Sub-Saharan Africa,2006-01-01,685.76
Malawi,Sub-Saharan Africa,2011-01-01,856.47
Malaysia,Asia,1901-01-01,951.51
Malaysia,Asia,1906-01-01,973.77
Malaysia,Asia,1911-01-01,996.55
Malaysia,Asia,1916-01-01,1239.48
Malaysia,Asia,1921-01-01,1337.64
Malaysia,Asia,1926-01-01,1638.28
Malaysia,Asia,1931-01-01,1926.89
Malaysia,Asia,1936-01-01,1839.35
Malaysia,Asia,1941-01-01,1541.08
Malaysia,Asia,1946-01-01,1455.06
Malaysia,Asia,1951-01-01,1792.01
Malaysia,Asia,1956-01-01,1873.35
Malaysia,Asia,1961-01-01,1981.4
Malaysia,Asia,1966-01-01,2297.59
Malaysia,Asia,1971-01-01,2713.47
Malaysia,Asia,1976-01-01,3621.68
Malaysia,Asia,1981-01-01,4758.29
Malaysia,Asia,1986-01-01,5108.03
Malaysia,Asia,1991-01-01,6838.2
Malaysia,Asia,1996-01-01,9644.79
Malaysia,Asia,2001-01-01,9994.62
Malaysia,Asia,2006-01-01,11946.34
Malaysia,Asia,2011-01-01,13676.03
Maldives,Asia,1901-01-01,462.66
Maldives,Asia,1906-01-01,462.09
Maldives,Asia,1911-01-01,461.51
Maldives,Asia,1916-01-01,460.94
Maldives,Asia,1921-01-01,460.36
Maldives,Asia,1926-01-01,459.79
Maldives,Asia,1931-01-01,459.21
Maldives,Asia,1936-01-01,458.64
Maldives,Asia,1941-01-01,458.07
Maldives,Asia,1946-01-01,457.5
Maldives,Asia,1951-01-01,466.88
Maldives,Asia,1956-01-01,519.33
Maldives,Asia,1961-01-01,577.68
Maldives,Asia,1966-01-01,642.59
Maldives,Asia,1971-01-01,719.24
Maldives,Asia,1976-01-01,645.16
Maldives,Asia,1981-01-01,1046.14
Maldives,Asia,1986-01-01,1588.81
Maldives,Asia,1991-01-01,2192.57
Maldives,Asia,1996-01-01,2696.2
Maldives,Asia,2001-01-01,3488.21
Maldives,Asia,2006-01-01,4719.85
Maldives,Asia,2011-01-01,5940.17
Mali,Sub-Saharan Africa,1901-01-01,433.96
Mali,Sub-Saharan Africa,1906-01-01,434.36
Mali,Sub-Saharan Africa,1911-01-01,434.77
Mali,Sub-Saharan Africa,1916-01-01,435.18
Mali,Sub-Saharan Africa,1921-01-01,435.58
Mali,Sub-Saharan Africa,1926-01-01,435.99
Mali,Sub-Saharan Africa,1931-01-01,436.4
Mali,Sub-Saharan Africa,1936-01-01,436.81
Mali,Sub-Saharan Africa,1941-01-01,437.22
Mali,Sub-Saharan Africa,1946-01-01,437.63
Mali,Sub-Saharan Africa,1951-01-01,445.16
Mali,Sub-Saharan Africa,1956-01-01,482.42
Mali,Sub-Saharan Africa,1961-01-01,503.57
Mali,Sub-Saharan Africa,1966-01-01,539.18
Mali,Sub-Saharan Africa,1971-01-01,565.59
Mali,Sub-Saharan Africa,1976-01-01,651.72
Mali,Sub-Saharan Africa,1981-01-01,666.52
Mali,Sub-Saharan Africa,1986-01-01,683.76
Mali,Sub-Saharan Africa,1991-01-01,695.72
Mali,Sub-Saharan Africa,1996-01-01,757.76
Mali,Sub-Saharan Africa,2001-01-01,935.08
Mali,Sub-Saharan Africa,2006-01-01,1047.85
Mali,Sub-Saharan Africa,2011-01-01,1117.23
Malta,Europe,1901-01-01,1351.68
Malta,Europe,1906-01-01,1413.99
Malta,Europe,1911-01-01,1479.18
Malta,Europe,1916-01-01,1547.37
Malta,Europe,1921-01-01,1618.7
Malta,Europe,1926-01-01,1693.33
Malta,Europe,1931-01-01,1771.39
Malta,Europe,1936-01-01,1853.05
Malta,Europe,1941-01-01,1938.48
Malta,Europe,1946-01-01,2027.84
Malta,Europe,1951-01-01,2121.33
Malta,Europe,1956-01-01,2219.12
Malta,Europe,1961-01-01,2326.46
Malta,Europe,1966-01-01,2704.07
Malta,Europe,1971-01-01,3885.88
Malta,Europe,1976-01-01,6726.43
Malta,Europe,1981-01-01,9401.68
Malta,Europe,1986-01-01,10774.4
Malta,Europe,1991-01-01,14216.34
Malta,Europe,1996-01-01,17357.5
Malta,Europe,2001-01-01,19797.46
Malta,Europe,2006-01-01,20815.73
Malta,Europe,2011-01-01,22310.61
Marshall Islands,Australia and Oceania,1901-01-01,701.61
Marshall Islands,Australia and Oceania,1906-01-01,713.08
Marshall Islands,Australia and Oceania,1911-01-01,724.73
Marshall Islands,Australia and Oceania,1916-01-01,809.96
Marshall Islands,Australia and Oceania,1921-01-01,964.39
Marshall Islands,Australia and Oceania,1926-01-01,1148.27
Marshall Islands,Australia and Oceania,1931-01-01,1367.2
Marshall Islands,Australia and Oceania,1936-01-01,1627.87
Marshall Islands,Australia and Oceania,1941-01-01,1938.25
Marshall Islands,Australia and Oceania,1946-01-01,2307.8
Marshall Islands,Australia and Oceania,1951-01-01,2747.81
Marshall Islands,Australia and Oceania,1956-01-01,3271.71
Marshall Islands,Australia and Oceania,1961-01-01,3895.51
Marshall Islands,Australia and Oceania,1966-01-01,4638.24
Marshall Islands,Australia and Oceania,1971-01-01,5522.58
Marshall Islands,Australia and Oceania,1976-01-01,6054.99
Marshall Islands,Australia and Oceania,1981-01-01,5502.13
Marshall Islands,Australia and Oceania,1986-01-01,6408.95
Marshall Islands,Australia and Oceania,1991-01-01,7617.31
Marshall Islands,Australia and Oceania,1996-01-01,6203.27
Marshall Islands,Australia and Oceania,2001-01-01,5787.74
Marshall Islands,Australia and Oceania,2006-01-01,6285.85
Marshall Islands,Australia and Oceania,2011-01-01,6464.55
Mauritania,Sub-Saharan Africa,1901-01-01,546.87
Mauritania,Sub-Saharan Africa,1906-01-01,559.81
Mauritania,Sub-Saharan Africa,1911-01-01,573.06
Mauritania,Sub-Saharan Africa,1916-01-01,587.66
Mauritania,Sub-Saharan Africa,1921-01-01,603.34
Mauritania,Sub-Saharan Africa,1926-01-01,619.45
Mauritania,Sub-Saharan Africa,1931-01-01,635.98
Mauritania,Sub-Saharan Africa,1936-01-01,652.95
Mauritania,Sub-Saharan Africa,1941-01-01,670.38
Mauritania,Sub-Saharan Africa,1946-01-01,688.27
Mauritania,Sub-Saharan Africa,1951-01-01,723.07
Mauritania,Sub-Saharan Africa,1956-01-01,825.35
Mauritania,Sub-Saharan Africa,1961-01-01,1093.56
Mauritania,Sub-Saharan Africa,1966-01-01,1393.99
Mauritania,Sub-Saharan Africa,1971-01-01,1593.13
Mauritania,Sub-Saharan Africa,1976-01-01,1545.63
Mauritania,Sub-Saharan Africa,1981-01-01,1547.7
Mauritania,Sub-Saharan Africa,1986-01-01,1416.14
Mauritania,Sub-Saharan Africa,1991-01-01,1389.87
Mauritania,Sub-Saharan Africa,1996-01-01,1470.89
Mauritania,Sub-Saharan Africa,2001-01-01,1561.91
Mauritania,Sub-Saharan Africa,2006-01-01,1835.29
Mauritania,Sub-Saharan Africa,2011-01-01,1827.67
Mauritius,Sub-Saharan Africa,1901-01-01,1168.01
Mauritius,Sub-Saharan Africa,1906-01-01,1195.65
Mauritius,Sub-Saharan Africa,1911-01-01,1223.95
Mauritius,Sub-Saharan Africa,1916-01-01,1281.38
Mauritius,Sub-Saharan Africa,1921-01-01,1361.74
Mauritius,Sub-Saharan Africa,1926-01-01,1447.14
Mauritius,Sub-Saharan Africa,1931-01-01,1537.91
Mauritius,Sub-Saharan Africa,1936-01-01,1634.36
Mauritius,Sub-Saharan Africa,1941-01-01,1736.86
Mauritius,Sub-Saharan Africa,1946-01-01,1845.79
Mauritius,Sub-Saharan Africa,1951-01-01,1977.13
Mauritius,Sub-Saharan Africa,1956-01-01,2018.86
Mauritius,Sub-Saharan Africa,1961-01-01,2583.15
Mauritius,Sub-Saharan Africa,1966-01-01,2419.02
Mauritius,Sub-Saharan Africa,1971-01-01,2371.81
Mauritius,Sub-Saharan Africa,1976-01-01,3542.22
Mauritius,Sub-Saharan Africa,1981-01-01,3541.69
Mauritius,Sub-Saharan Africa,1986-01-01,4386.07
Mauritius,Sub-Saharan Africa,1991-01-01,5841.66
Mauritius,Sub-Saharan Africa,1996-01-01,7068.83
Mauritius,Sub-Saharan Africa,2001-01-01,8801.58
Mauritius,Sub-Saharan Africa,2006-01-01,10533.34
Mauritius,Sub-Saharan Africa,2011-01-01,12733.02
Mexico,North America,1901-01-01,1837.59
Mexico,North America,1906-01-01,1998.24
Mexico,North America,1911-01-01,2017.76
Mexico,North America,1916-01-01,1999.11
Mexico,North America,1921-01-01,2386.88
Mexico,North America,1926-01-01,2586.29
Mexico,North America,1931-01-01,2128.79
Mexico,North America,1936-01-01,2292.82
Mexico,North America,1941-01-01,2570.67
Mexico,North America,1946-01-01,2932.21
Mexico,North America,1951-01-01,3447.11
Mexico,North America,1956-01-01,3953.72
Mexico,North America,1961-01-01,4512.03
Mexico,North America,1966-01-01,5584.87
Mexico,North America,1971-01-01,6486.92
Mexico,North America,1976-01-01,7630.74
Mexico,North America,1981-01-01,9890.22
Mexico,North America,1986-01-01,8713.36
Mexico,North America,1991-01-01,9315.66
Mexico,North America,1996-01-01,9274.7
Mexico,North America,2001-01-01,10763.08
Mexico,North America,2006-01-01,11739.71
Mexico,North America,2011-01-01,11689.3
"Micronesia, Fed. Sts.",Australia and Oceania,1901-01-01,719.15
"Micronesia, Fed. Sts.",Australia and Oceania,1906-01-01,730.9
"Micronesia, Fed. Sts.",Australia and Oceania,1911-01-01,742.85
"Micronesia, Fed. Sts.",Australia and Oceania,1916-01-01,810.07
"Micronesia, Fed. Sts.",Australia and Oceania,1921-01-01,925.84
"Micronesia, Fed. Sts.",Australia and Oceania,1926-01-01,1058.16
"Micronesia, Fed. Sts.",Australia and Oceania,1931-01-01,1209.38
"Micronesia, Fed. Sts.",Australia and Oceania,1936-01-01,1382.22
"Micronesia, Fed. Sts.",Australia and Oceania,1941-01-01,1579.75
"Micronesia, Fed. Sts.",Australia and Oceania,1946-01-01,1805.52
"Micronesia, Fed. Sts.",Australia and Oceania,1951-01-01,2063.55
"Micronesia, Fed. Sts.",Australia and Oceania,1956-01-01,2358.46
"Micronesia, Fed. Sts.",Australia and Oceania,1961-01-01,2695.51
"Micronesia, Fed. Sts.",Australia and Oceania,1966-01-01,3080.74
"Micronesia, Fed. Sts.",Australia and Oceania,1971-01-01,3469.53
"Micronesia, Fed. Sts.",Australia and Oceania,1976-01-01,5247.19
"Micronesia, Fed. Sts.",Australia and Oceania,1981-01-01,5037.39
"Micronesia, Fed. Sts.",Australia and Oceania,1986-01-01,5220.78
"Micronesia, Fed. Sts.",Australia and Oceania,1991-01-01,5603.02
"Micronesia, Fed. Sts.",Australia and Oceania,1996-01-01,5582.74
"Micronesia, Fed. Sts.",Australia and Oceania,2001-01-01,5543.41
"Micronesia, Fed. Sts.",Australia and Oceania,2006-01-01,5527.41
"Micronesia, Fed. Sts.",Australia and Oceania,2011-01-01,5688.06
Moldova,Europe,1901-01-01,917.48
Moldova,Europe,1906-01-01,863.86
Moldova,Europe,1911-01-01,923.06
Moldova,Europe,1916-01-01,910.74
Moldova,Europe,1921-01-01,385.87
Moldova,Europe,1926-01-01,912.35
Moldova,Europe,1931-01-01,1060.77
Moldova,Europe,1936-01-01,1437.32
Moldova,Europe,1941-01-01,1510.9
Moldova,Europe,1946-01-01,1367.25
Moldova,Europe,1951-01-01,1994.69
Moldova,Europe,1956-01-01,2522.22
Moldova,Europe,1961-01-01,2886.13
Moldova,Europe,1966-01-01,3383.28
Moldova,Europe,1971-01-01,3991.47
Moldova,Europe,1976-01-01,4489.45
Moldova,Europe,1981-01-01,4551.68
Moldova,Europe,1986-01-01,4912.61
Moldova,Europe,1991-01-01,4018.45
Moldova,Europe,1996-01-01,1797.92
Moldova,Europe,2001-01-01,1794.94
Moldova,Europe,2006-01-01,2482.25
Moldova,Europe,2011-01-01,2987.72
Monaco,Europe,1901-01-01,3352.5
Monaco,Europe,1906-01-01,3553.95
Monaco,Europe,1911-01-01,3767.51
Monaco,Europe,1916-01-01,4200.12
Monaco,Europe,1921-01-01,4842.25
Monaco,Europe,1926-01-01,5582.53
Monaco,Europe,1931-01-01,6436.0
Monaco,Europe,1936-01-01,7419.94
Monaco,Europe,1941-01-01,8554.31
Monaco,Europe,1946-01-01,9862.1
Monaco,Europe,1951-01-01,11369.84
Monaco,Europe,1956-01-01,13108.07
Monaco,Europe,1961-01-01,15112.05
Monaco,Europe,1966-01-01,17422.4
Monaco,Europe,1971-01-01,20383.4
Monaco,Europe,1976-01-01,23715.12
Monaco,Europe,1981-01-01,26534.56
Monaco,Europe,1986-01-01,28289.57
Monaco,Europe,1991-01-01,31858.56
Monaco,Europe,1996-01-01,32938.78
Monaco,Europe,2001-01-01,37360.85
Monaco,Europe,2006-01-01,40986.42
Monaco,Europe,2011-01-01,43044.33
Mongolia,Asia,1901-01-01,687.37
Mongolia,Asia,1906-01-01,692.68
Mongolia,Asia,1911-01-01,698.02
Mongolia,Asia,1916-01-01,703.4
Mongolia,Asia,1921-01-01,708.83
Mongolia,Asia,1926-01-01,714.29
Mongolia,Asia,1931-01-01,719.8
Mongolia,Asia,1936-01-01,725.36
Mongolia,Asia,1941-01-01,730.95
Mongolia,Asia,1946-01-01,736.59
Mongolia,Asia,1951-01-01,761.58
Mongolia,Asia,1956-01-01,884.55
Mongolia,Asia,1961-01-01,1026.27
Mongolia,Asia,1966-01-01,1189.06
Mongolia,Asia,1971-01-01,1380.61
Mongolia,Asia,1976-01-01,1597.77
Mongolia,Asia,1981-01-01,1897.49
Mongolia,Asia,1986-01-01,2322.07
Mongolia,Asia,1991-01-01,2011.76
Mongolia,Asia,1996-01-01,1841.2
Mongolia,Asia,2001-01-01,2061.51
Mongolia,Asia,2006-01-01,2834.87
Mongolia,Asia,2011-01-01,3887.18
Montenegro,Europe,1901-01-01,1675.17
Montenegro,Europe,1906-01-01,1813.33
Montenegro,Europe,1911-01-01,1932.04
Montenegro,Europe,1916-01-01,1911.78
Montenegro,Europe,1921-01-01,1903.65
Montenegro,Europe,1926-01-01,2309.38
Montenegro,Europe,1931-01-01,2304.64
Montenegro,Europe,1936-01-01,2321.65
Montenegro,Europe,1941-01-01,2535.48
Montenegro,Europe,1946-01-01,2425.95
Montenegro,Europe,1951-01-01,2908.57
Montenegro,Europe,1956-01-01,3183.95
Montenegro,Europe,1961-01-01,4609.27
Montenegro,Europe,1966-01-01,5858.72
Montenegro,Europe,1971-01-01,7587.59
Montenegro,Europe,1976-01-01,9028.63
Montenegro,Europe,1981-01-01,11213.04
Montenegro,Europe,1986-01-01,11921.35
Montenegro,Europe,1991-01-01,9245.92
Montenegro,Europe,1996-01-01,6193.74
Montenegro,Europe,2001-01-01,6311.82
Montenegro,Europe,2006-01-01,8493.5
Montenegro,Europe,2011-01-01,10094.77
Morocco,"Middle East, North Africa, and Greater Arabia",1901-01-01,769.82
Morocco,"Middle East, North Africa, and Greater Arabia",1906-01-01,790.9
Morocco,"Middle East, North Africa, and Greater Arabia",1911-01-01,812.55
Morocco,"Middle East, North Africa, and Greater Arabia",1916-01-01,870.57
Morocco,"Middle East, North Africa, and Greater Arabia",1921-01-01,959.19
Morocco,"Middle East, North Africa, and Greater Arabia",1926-01-01,1056.84
Morocco,"Middle East, North Africa, and Greater Arabia",1931-01-01,1164.43
Morocco,"Middle East, North Africa, and Greater Arabia",1936-01-01,1282.98
Morocco,"Middle East, North Africa, and Greater Arabia",1941-01-01,1413.59
Morocco,"Middle East, North Africa, and Greater Arabia",1946-01-01,1557.5
Morocco,"Middle East, North Africa, and Greater Arabia",1951-01-01,1686.17
Morocco,"Middle East, North Africa, and Greater Arabia",1956-01-01,1678.43
Morocco,"Middle East, North Africa, and Greater Arabia",1961-01-01,1551.35
Morocco,"Middle East, North Africa, and Greater Arabia",1966-01-01,1660.76
Morocco,"Middle East, North Africa, and Greater Arabia",1971-01-01,1924.99
Morocco,"Middle East, North Africa, and Greater Arabia",1976-01-01,2304.26
Morocco,"Middle East, North Africa, and Greater Arabia",1981-01-01,2508.85
Morocco,"Middle East, North Africa, and Greater Arabia",1986-01-01,2889.61
Morocco,"Middle East, North Africa, and Greater Arabia",1991-01-01,3138.3
Morocco,"Middle East, North Africa, and Greater Arabia",1996-01-01,3112.23
Morocco,"Middle East, North Africa, and Greater Arabia",2001-01-01,3211.29
Morocco,"Middle East, North Africa, and Greater Arabia",2006-01-01,3780.39
Morocco,"Middle East, North Africa, and Greater Arabia",2011-01-01,4429.0
Mozambique,Sub-Saharan Africa,1901-01-01,413.26
Mozambique,Sub-Saharan Africa,1906-01-01,416.94
Mozambique,Sub-Saharan Africa,1911-01-01,420.65
Mozambique,Sub-Saharan Africa,1916-01-01,424.4
Mozambique,Sub-Saharan Africa,1921-01-01,428.17
Mozambique,Sub-Saharan Africa,1926-01-01,431.98
Mozambique,Sub-Saharan Africa,1931-01-01,435.83
Mozambique,Sub-Saharan Africa,1936-01-01,439.71
Mozambique,Sub-Saharan Africa,1941-01-01,443.62
Mozambique,Sub-Saharan Africa,1946-01-01,447.57
Mozambique,Sub-Saharan Africa,1951-01-01,459.52
Mozambique,Sub-Saharan Africa,1956-01-01,494.02
Mozambique,Sub-Saharan Africa,1961-01-01,531.89
Mozambique,Sub-Saharan Africa,1966-01-01,542.48
Mozambique,Sub-Saharan Africa,1971-01-01,722.14
Mozambique,Sub-Saharan Africa,1976-01-01,514.84
Mozambique,Sub-Saharan Africa,1981-01-01,483.81
Mozambique,Sub-Saharan Africa,1986-01-01,369.16
Mozambique,Sub-Saharan Africa,1991-01-01,455.44
Mozambique,Sub-Saharan Africa,1996-01-01,435.93
Mozambique,Sub-Saharan Africa,2001-01-01,601.17
Mozambique,Sub-Saharan Africa,2006-01-01,791.68
Mozambique,Sub-Saharan Africa,2011-01-01,1004.29
Myanmar,Asia,1901-01-01,789.21
Myanmar,Asia,1906-01-01,639.54
Myanmar,Asia,1911-01-01,684.84
Myanmar,Asia,1916-01-01,928.74
Myanmar,Asia,1921-01-01,802.67
Myanmar,Asia,1926-01-01,918.65
Myanmar,Asia,1931-01-01,1018.89
Myanmar,Asia,1936-01-01,946.48
Myanmar,Asia,1941-01-01,714.74
Myanmar,Asia,1946-01-01,433.47
Myanmar,Asia,1951-01-01,504.07
Myanmar,Asia,1956-01-01,552.87
Myanmar,Asia,1961-01-01,640.73
Myanmar,Asia,1966-01-01,655.15
Myanmar,Asia,1971-01-01,733.81
Myanmar,Asia,1976-01-01,780.88
Myanmar,Asia,1981-01-01,970.19
Myanmar,Asia,1986-01-01,1037.22
Myanmar,Asia,1991-01-01,870.36
Myanmar,Asia,1996-01-01,947.26
Myanmar,Asia,2001-01-01,1064.53
Myanmar,Asia,2006-01-01,1296.08
Myanmar,Asia,2011-01-01,1590.15
Namibia,Sub-Saharan Africa,1901-01-01,1158.2
Namibia,Sub-Saharan Africa,1906-01-01,1247.0
Namibia,Sub-Saharan Africa,1911-01-01,1342.6
Namibia,Sub-Saharan Africa,1916-01-01,1445.53
